PARTKEY|NAME|MFGR|BRAND|TYPE|SIZE|CONTAINER|RETAILPRICE|COMMENT
1087|purple maroon cornflower red thistle|Manufacturer#4           |Brand#42  |LARGE ANODIZED COPPER|32|MED CASE  |10.00|no|
1088|turquoise papaya dim hot navajo|Manufacturer#3           |Brand#35  |SMALL ANODIZED STEEL|7|MED CAN   |10.00|no|
1089|slate goldenrod purple peach dim|Manufacturer#2           |Brand#24  |LARGE BURNISHED TIN|26|WRAP CASE |10.00|no|
1090|floral spring navy misty azure|Manufacturer#1           |Brand#13  |SMALL PLATED TIN|6|MED PKG   |10.00|no|
1091|midnight blue misty steel ghost|Manufacturer#2           |Brand#22  |LARGE BURNISHED STEEL|45|SM PKG    |10.00|no|
1092|sienna dodger olive misty deep|Manufacturer#1           |Brand#12  |STANDARD ANODIZED BRASS|3|SM PKG    |10.00|no|
1093|green azure puff metallic lace|Manufacturer#2           |Brand#25  |STANDARD ANODIZED TIN|9|JUMBO BOX |10.00|no|
1094|papaya moccasin powder rose bisque|Manufacturer#4           |Brand#42  |SMALL ANODIZED COPPER|2|SM PKG    |10.00|no|
1095|green blue royal coral indian|Manufacturer#3           |Brand#35  |MEDIUM BURNISHED TIN|24|JUMBO DRUM|10.00|no|
1096|frosted burlywood honeydew pink lawn|Manufacturer#5           |Brand#51  |SMALL PLATED NICKEL|33|LG DRUM   |11.00|no|
1097|dim antique dark blanched pink|Manufacturer#3           |Brand#31  |ECONOMY BRUSHED STEEL|1|JUMBO CASE|11.00|no|
1098|lace hot bisque firebrick lawn|Manufacturer#2           |Brand#21  |ECONOMY POLISHED STEEL|44|JUMBO BAG |11.00|no|
1099|coral orchid grey lavender misty|Manufacturer#3           |Brand#32  |PROMO PLATED COPPER|43|LG DRUM   |11.00|no|
1100|lawn navajo white honeydew steel|Manufacturer#4           |Brand#41  |ECONOMY BRUSHED STEEL|8|MED PKG   |11.00|no|
1101|burlywood moccasin steel grey powder|Manufacturer#5           |Brand#53  |STANDARD POLISHED BRASS|21|JUMBO BOX |11.00|no|
1102|peach chocolate burnished steel khaki|Manufacturer#4           |Brand#45  |PROMO PLATED COPPER|21|SM CAN    |11.00|no|
1103|midnight chocolate slate rosy lace|Manufacturer#5           |Brand#53  |ECONOMY ANODIZED BRASS|35|LG DRUM   |11.00|no|
1104|navajo goldenrod powder grey violet|Manufacturer#2           |Brand#23  |MEDIUM BRUSHED TIN|22|MED BAG   |11.00|no|
1105|brown olive black seashell lavender|Manufacturer#2           |Brand#25  |MEDIUM PLATED COPPER|7|JUMBO DRUM|11.00|no|
1106|brown floral light black orchid|Manufacturer#1           |Brand#14  |MEDIUM ANODIZED TIN|25|WRAP BAG  |12.00|no|
1107|forest sandy wheat blue snow|Manufacturer#3           |Brand#34  |ECONOMY BRUSHED COPPER|47|LG DRUM   |12.00|no|
1108|azure dark sienna black wheat|Manufacturer#1           |Brand#13  |MEDIUM POLISHED BRASS|24|WRAP CASE |12.00|no|
1109|azure lime gainsboro orchid firebrick|Manufacturer#5           |Brand#54  |ECONOMY BURNISHED NICKEL|13|JUMBO PACK|12.00|no|
1110|light lavender smoke gainsboro pink|Manufacturer#4           |Brand#44  |STANDARD BURNISHED TIN|41|WRAP CAN  |12.00|no|
1111|sienna powder magenta peach drab|Manufacturer#1           |Brand#11  |LARGE BRUSHED COPPER|41|WRAP CAN  |12.00|no|
1112|orchid dodger blush seashell chiffon|Manufacturer#1           |Brand#11  |MEDIUM BRUSHED COPPER|21|JUMBO CASE|12.00|no|
1113|cornflower navy smoke chartreuse snow|Manufacturer#3           |Brand#33  |ECONOMY BURNISHED STEEL|39|SM PACK   |12.00|no|
1114|lime moccasin seashell orange coral|Manufacturer#4           |Brand#43  |LARGE POLISHED COPPER|43|MED DRUM  |12.00|no|
1115|green saddle bisque goldenrod peach|Manufacturer#2           |Brand#24  |PROMO PLATED NICKEL|47|LG CAN    |13.00|no|
1116|saddle tan cyan red navajo|Manufacturer#3           |Brand#34  |ECONOMY ANODIZED TIN|49|JUMBO CASE|13.00|no|
1117|salmon saddle mint snow antique|Manufacturer#1           |Brand#13  |PROMO BURNISHED COPPER|28|WRAP PACK |13.00|no|
1118|midnight yellow steel dodger rose|Manufacturer#5           |Brand#55  |SMALL POLISHED NICKEL|37|SM BOX    |13.00|no|
1119|brown mint lavender moccasin slate|Manufacturer#1           |Brand#14  |ECONOMY BRUSHED NICKEL|24|WRAP JAR  |13.00|no|
1120|steel slate black purple indian|Manufacturer#2           |Brand#22  |SMALL PLATED TIN|1|MED CASE  |13.00|no|
1121|rose lemon sky beige aquamarine|Manufacturer#3           |Brand#35  |LARGE BRUSHED STEEL|25|LG JAR    |13.00|no|
1122|tomato thistle grey slate dark|Manufacturer#4           |Brand#44  |STANDARD BRUSHED NICKEL|7|SM BAG    |13.00|no|
1123|olive lavender saddle green grey|Manufacturer#2           |Brand#23  |ECONOMY BURNISHED NICKEL|29|WRAP BAG  |13.00|no|
1124|green magenta lime dim brown|Manufacturer#2           |Brand#22  |MEDIUM BURNISHED TIN|23|WRAP JAR  |14.00|no|
1125|peach deep cornflower thistle brown|Manufacturer#2           |Brand#23  |SMALL PLATED NICKEL|12|WRAP DRUM |14.00|no|
1126|sky chartreuse drab violet goldenrod|Manufacturer#2           |Brand#23  |MEDIUM BURNISHED TIN|27|LG PACK   |14.00|no|
1127|black drab deep blue maroon|Manufacturer#2           |Brand#22  |SMALL PLATED STEEL|37|SM PKG    |14.00|no|
1128|grey tan lawn violet cornflower|Manufacturer#5           |Brand#52  |STANDARD POLISHED STEEL|19|SM CAN    |14.00|no|
1129|tan orchid yellow hot rosy|Manufacturer#4           |Brand#44  |SMALL ANODIZED TIN|45|SM JAR    |14.00|no|
1130|beige blue wheat medium khaki|Manufacturer#4           |Brand#45  |STANDARD PLATED STEEL|27|SM DRUM   |14.00|no|
1131|aquamarine maroon coral blanched steel|Manufacturer#3           |Brand#33  |MEDIUM PLATED STEEL|49|WRAP BOX  |14.00|no|
1132|blanched rose black lawn dark|Manufacturer#2           |Brand#22  |STANDARD PLATED TIN|19|SM PKG    |14.00|no|
1133|aquamarine thistle pink cornflower pale|Manufacturer#5           |Brand#51  |SMALL ANODIZED TIN|43|JUMBO PKG |15.00|no|
1134|sandy antique papaya forest powder|Manufacturer#1           |Brand#14  |PROMO PLATED BRASS|10|SM PACK   |15.00|no|
1135|forest beige turquoise maroon purple|Manufacturer#1           |Brand#13  |MEDIUM PLATED STEEL|27|WRAP JAR  |15.00|no|
1136|floral ivory drab cyan black|Manufacturer#4           |Brand#41  |PROMO POLISHED NICKEL|38|SM JAR    |15.00|no|
1137|misty deep moccasin chocolate cyan|Manufacturer#4           |Brand#44  |LARGE PLATED BRASS|21|WRAP JAR  |15.00|no|
1138|magenta frosted gainsboro forest orchid|Manufacturer#1           |Brand#14  |SMALL PLATED NICKEL|30|LG PKG    |15.00|no|
1139|ghost violet wheat saddle almond|Manufacturer#4           |Brand#41  |ECONOMY BRUSHED TIN|13|WRAP CASE |15.00|no|
1140|navy sky dark snow peach|Manufacturer#1           |Brand#15  |LARGE BURNISHED BRASS|22|SM DRUM   |15.00|no|
1141|orchid lemon grey brown moccasin|Manufacturer#5           |Brand#52  |LARGE BURNISHED TIN|45|JUMBO CASE|15.00|no|
1142|violet plum burlywood navajo cyan|Manufacturer#4           |Brand#44  |ECONOMY ANODIZED NICKEL|36|LG CAN    |16.00|no|
1143|navajo lawn cornsilk firebrick magenta|Manufacturer#2           |Brand#22  |MEDIUM POLISHED COPPER|20|LG CAN    |16.00|no|
1144|saddle plum lace powder slate|Manufacturer#2           |Brand#25  |ECONOMY PLATED NICKEL|23|WRAP JAR  |16.00|no|
1145|dim black maroon grey cornsilk|Manufacturer#2           |Brand#24  |PROMO ANODIZED NICKEL|30|SM PACK   |16.00|no|
1146|papaya metallic royal peach seashell|Manufacturer#2           |Brand#23  |STANDARD BURNISHED NICKEL|26|SM PKG    |16.00|no|
1147|smoke firebrick yellow dark cornsilk|Manufacturer#1           |Brand#15  |ECONOMY BURNISHED BRASS|14|MED CASE  |16.00|no|
1148|smoke medium chartreuse orchid light|Manufacturer#5           |Brand#52  |MEDIUM ANODIZED TIN|8|SM PKG    |16.00|no|
1149|peru sky almond aquamarine drab|Manufacturer#4           |Brand#42  |STANDARD POLISHED BRASS|35|MED BOX   |16.00|no|
1150|orange tomato maroon puff pale|Manufacturer#2           |Brand#21  |LARGE POLISHED TIN|20|WRAP CAN  |16.00|no|
1151|drab cyan orange blush forest|Manufacturer#4           |Brand#44  |ECONOMY POLISHED NICKEL|23|MED PACK  |17.00|no|
1152|navy turquoise antique bisque cyan|Manufacturer#5           |Brand#52  |PROMO BRUSHED TIN|32|LG BAG    |17.00|no|
1153|black metallic tomato khaki rosy|Manufacturer#5           |Brand#54  |MEDIUM BRUSHED TIN|35|LG CAN    |17.00|no|
1154|peach peru black pale floral|Manufacturer#1           |Brand#15  |STANDARD BURNISHED NICKEL|8|JUMBO DRUM|17.00|no|
1155|light honeydew moccasin spring turquoise|Manufacturer#2           |Brand#22  |MEDIUM PLATED STEEL|40|LG BOX    |17.00|no|
1156|frosted blue ghost purple coral|Manufacturer#5           |Brand#55  |LARGE PLATED BRASS|8|JUMBO CASE|17.00|no|
1157|chartreuse lawn peru peach cornflower|Manufacturer#2           |Brand#21  |SMALL ANODIZED STEEL|1|JUMBO PKG |17.00|no|
1158|salmon rosy goldenrod dodger violet|Manufacturer#2           |Brand#21  |LARGE PLATED COPPER|16|LG BOX    |17.00|no|
1159|tan sky gainsboro green orange|Manufacturer#1           |Brand#13  |ECONOMY POLISHED BRASS|9|SM BAG    |17.00|no|
1160|spring linen antique papaya yellow|Manufacturer#3           |Brand#33  |SMALL BRUSHED STEEL|3|JUMBO DRUM|18.00|no|
1161|sienna peach steel green light|Manufacturer#4           |Brand#41  |LARGE PLATED STEEL|2|WRAP PKG  |18.00|no|
1162|peach wheat dark sandy chartreuse|Manufacturer#5           |Brand#54  |LARGE BURNISHED BRASS|49|LG CAN    |18.00|no|
1163|moccasin drab olive metallic papaya|Manufacturer#3           |Brand#33  |LARGE BRUSHED BRASS|13|LG PACK   |18.00|no|
1164|lavender hot ivory chartreuse burlywood|Manufacturer#5           |Brand#52  |STANDARD ANODIZED STEEL|6|LG PACK   |18.00|no|
1165|blush yellow indian cyan orchid|Manufacturer#4           |Brand#41  |STANDARD BRUSHED NICKEL|4|LG PKG    |18.00|no|
1166|salmon burlywood linen forest antique|Manufacturer#3           |Brand#35  |STANDARD ANODIZED NICKEL|14|LG JAR    |18.00|no|
1167|olive khaki drab seashell powder|Manufacturer#2           |Brand#21  |STANDARD PLATED BRASS|49|MED DRUM  |18.00|no|
1168|frosted cornflower misty plum magenta|Manufacturer#2           |Brand#22  |LARGE BRUSHED NICKEL|42|MED CASE  |18.00|no|
1169|sienna beige burlywood chocolate hot|Manufacturer#2           |Brand#25  |MEDIUM PLATED TIN|8|LG JAR    |18.00|no|
1170|navajo lemon violet sandy frosted|Manufacturer#5           |Brand#53  |SMALL ANODIZED STEEL|10|WRAP DRUM |19.00|no|
1171|sienna gainsboro royal black lavender|Manufacturer#4           |Brand#45  |MEDIUM BRUSHED BRASS|27|WRAP DRUM |19.00|no|
1172|tomato plum grey chartreuse floral|Manufacturer#4           |Brand#45  |MEDIUM POLISHED COPPER|15|WRAP PKG  |19.00|no|
1173|sienna blanched pale red spring|Manufacturer#1           |Brand#14  |ECONOMY PLATED NICKEL|37|JUMBO JAR |19.00|no|
1174|cream orange seashell orchid plum|Manufacturer#4           |Brand#42  |STANDARD POLISHED NICKEL|16|SM CASE   |19.00|no|
1175|white peru burnished moccasin seashell|Manufacturer#2           |Brand#24  |MEDIUM POLISHED TIN|29|JUMBO JAR |19.00|no|
1176|moccasin orchid pale blue goldenrod|Manufacturer#4           |Brand#42  |PROMO PLATED NICKEL|22|WRAP CAN  |19.00|no|
1177|hot medium cornflower dark rose|Manufacturer#5           |Brand#54  |ECONOMY BRUSHED NICKEL|42|LG CASE   |19.00|no|
1178|plum azure almond coral dim|Manufacturer#2           |Brand#24  |MEDIUM POLISHED TIN|46|WRAP CAN  |19.00|no|
1179|white magenta steel khaki floral|Manufacturer#4           |Brand#43  |ECONOMY ANODIZED COPPER|19|LG DRUM   |20.00|no|
1180|steel puff cornflower orange thistle|Manufacturer#1           |Brand#15  |LARGE POLISHED COPPER|8|MED CASE  |20.00|no|
1181|violet burnished firebrick slate moccasin|Manufacturer#2           |Brand#23  |PROMO BRUSHED BRASS|17|LG BAG    |20.00|no|
1182|metallic maroon turquoise puff lime|Manufacturer#1           |Brand#15  |LARGE POLISHED COPPER|24|SM JAR    |20.00|no|
1183|turquoise indian cornsilk pink seashell|Manufacturer#2           |Brand#25  |LARGE POLISHED STEEL|25|WRAP BOX  |20.00|no|
1184|linen slate violet bisque mint|Manufacturer#1           |Brand#14  |MEDIUM BURNISHED NICKEL|32|WRAP PKG  |20.00|no|
1185|mint lawn sky ivory lavender|Manufacturer#2           |Brand#21  |PROMO PLATED TIN|12|SM PACK   |20.00|no|
1186|sky frosted dodger peru moccasin|Manufacturer#4           |Brand#43  |PROMO BURNISHED COPPER|13|LG CASE   |20.00|no|
1187|royal powder goldenrod gainsboro firebrick|Manufacturer#1           |Brand#15  |MEDIUM POLISHED COPPER|44|WRAP JAR  |20.00|no|
1188|khaki sky misty sandy tan|Manufacturer#3           |Brand#35  |LARGE BRUSHED STEEL|42|LG CAN    |21.00|no|
1189|dodger moccasin chocolate burlywood drab|Manufacturer#5           |Brand#51  |STANDARD POLISHED COPPER|20|JUMBO JAR |21.00|no|
1190|magenta misty lawn salmon navajo|Manufacturer#2           |Brand#21  |SMALL BRUSHED BRASS|24|MED PACK  |21.00|no|
1191|rosy honeydew powder frosted navy|Manufacturer#1           |Brand#13  |LARGE BURNISHED TIN|49|SM CASE   |21.00|no|
1192|aquamarine ghost navajo gainsboro chartreuse|Manufacturer#4           |Brand#42  |SMALL POLISHED TIN|15|LG CAN    |21.00|no|
1193|olive purple turquoise cornflower honeydew|Manufacturer#1           |Brand#11  |STANDARD POLISHED NICKEL|45|SM CAN    |21.00|no|
1194|salmon moccasin lemon azure cyan|Manufacturer#5           |Brand#53  |MEDIUM BRUSHED STEEL|35|JUMBO DRUM|21.00|no|
1195|plum olive thistle salmon khaki|Manufacturer#1           |Brand#13  |MEDIUM PLATED COPPER|19|WRAP DRUM |21.00|no|
1196|gainsboro dim cyan frosted thistle|Manufacturer#1           |Brand#13  |ECONOMY PLATED STEEL|23|MED JAR   |21.00|no|
1197|spring saddle sandy slate antique|Manufacturer#5           |Brand#53  |MEDIUM POLISHED STEEL|26|JUMBO DRUM|22.00|no|
1198|plum firebrick white mint beige|Manufacturer#5           |Brand#52  |MEDIUM BURNISHED STEEL|26|MED BAG   |22.00|no|
1199|rosy dim light misty rose|Manufacturer#1           |Brand#12  |LARGE ANODIZED BRASS|1|LG PKG    |22.00|no|
1200|coral green black chocolate mint|Manufacturer#1           |Brand#11  |PROMO BURNISHED TIN|42|SM PKG    |22.00|no|
1201|indian lavender cornflower metallic lawn|Manufacturer#5           |Brand#54  |LARGE POLISHED COPPER|21|JUMBO DRUM|22.00|no|
1202|lemon plum chartreuse hot purple|Manufacturer#1           |Brand#14  |PROMO BURNISHED TIN|17|LG BAG    |22.00|no|
1203|coral navy aquamarine hot turquoise|Manufacturer#5           |Brand#51  |PROMO PLATED STEEL|35|WRAP JAR  |22.00|no|
1204|cyan blanched red steel sky|Manufacturer#2           |Brand#25  |MEDIUM POLISHED NICKEL|15|LG JAR    |22.00|no|
1205|beige azure red plum olive|Manufacturer#2           |Brand#22  |STANDARD BRUSHED COPPER|22|LG BOX    |22.00|no|
1206|yellow turquoise peru purple cornflower|Manufacturer#3           |Brand#34  |MEDIUM POLISHED NICKEL|43|MED CASE  |23.00|no|
1207|azure magenta powder salmon orange|Manufacturer#4           |Brand#45  |MEDIUM POLISHED STEEL|41|MED JAR   |23.00|no|
1208|purple azure burlywood chocolate metallic|Manufacturer#1           |Brand#11  |SMALL POLISHED COPPER|27|JUMBO PACK|23.00|no|
1209|salmon bisque aquamarine peach moccasin|Manufacturer#5           |Brand#52  |STANDARD BURNISHED COPPER|32|JUMBO BAG |23.00|no|
1210|misty chocolate sandy firebrick grey|Manufacturer#5           |Brand#54  |SMALL PLATED BRASS|23|SM DRUM   |23.00|no|
1211|blush goldenrod purple green indian|Manufacturer#3           |Brand#35  |SMALL ANODIZED TIN|39|SM CAN    |23.00|no|
1212|cyan firebrick medium orchid white|Manufacturer#1           |Brand#12  |LARGE ANODIZED TIN|45|LG PACK   |23.00|no|
1213|sandy khaki smoke puff forest|Manufacturer#1           |Brand#13  |STANDARD PLATED TIN|50|JUMBO JAR |23.00|no|
1214|burnished firebrick ivory peru steel|Manufacturer#5           |Brand#51  |LARGE PLATED TIN|33|JUMBO CASE|23.00|no|
1215|tan turquoise dodger linen burnished|Manufacturer#5           |Brand#52  |ECONOMY ANODIZED BRASS|14|SM DRUM   |24.00|no|
1216|cyan cream forest magenta smoke|Manufacturer#4           |Brand#41  |MEDIUM POLISHED BRASS|14|JUMBO PKG |24.00|no|
1217|orange ghost pale dim beige|Manufacturer#5           |Brand#52  |MEDIUM ANODIZED COPPER|29|SM DRUM   |24.00|no|
1218|rosy gainsboro maroon blue burlywood|Manufacturer#2           |Brand#22  |STANDARD BRUSHED TIN|34|SM CASE   |24.00|no|
1219|midnight salmon cream indian ghost|Manufacturer#4           |Brand#43  |LARGE ANODIZED COPPER|21|WRAP CASE |24.00|no|
1220|mint tomato ivory magenta goldenrod|Manufacturer#3           |Brand#31  |SMALL BURNISHED TIN|18|JUMBO PKG |24.00|no|
1221|rosy wheat royal beige coral|Manufacturer#2           |Brand#23  |LARGE BURNISHED BRASS|5|WRAP CASE |24.00|no|
1222|floral peru sandy white dim|Manufacturer#2           |Brand#21  |MEDIUM POLISHED TIN|8|MED JAR   |24.00|no|
1223|sky yellow mint chiffon wheat|Manufacturer#1           |Brand#12  |MEDIUM ANODIZED STEEL|16|SM DRUM   |24.00|no|
1224|seashell navy khaki hot purple|Manufacturer#3           |Brand#35  |SMALL BURNISHED NICKEL|29|SM PACK   |25.00|no|
1225|chocolate beige cornsilk lawn olive|Manufacturer#3           |Brand#32  |ECONOMY BURNISHED NICKEL|38|WRAP PKG  |25.00|no|
1226|purple burnished linen dim chocolate|Manufacturer#5           |Brand#52  |LARGE POLISHED NICKEL|36|WRAP PKG  |25.00|no|
1227|green hot drab cornflower blush|Manufacturer#1           |Brand#14  |PROMO PLATED NICKEL|2|SM CAN    |25.00|no|
1228|blanched drab deep spring orange|Manufacturer#3           |Brand#34  |ECONOMY BURNISHED TIN|2|JUMBO PACK|25.00|no|
1229|bisque green indian dark yellow|Manufacturer#2           |Brand#24  |LARGE BURNISHED STEEL|47|JUMBO DRUM|25.00|no|
1230|olive navajo navy gainsboro spring|Manufacturer#5           |Brand#52  |STANDARD BRUSHED TIN|12|MED JAR   |25.00|no|
1231|navy tan red dark seashell|Manufacturer#4           |Brand#42  |LARGE ANODIZED NICKEL|4|JUMBO CAN |25.00|no|
1232|peru yellow papaya saddle beige|Manufacturer#4           |Brand#43  |MEDIUM PLATED NICKEL|2|SM BAG    |25.00|no|
1233|blanched misty hot peach cyan|Manufacturer#2           |Brand#21  |SMALL BURNISHED BRASS|32|MED BOX   |26.00|no|
1234|thistle cornsilk cornflower maroon dodger|Manufacturer#4           |Brand#42  |SMALL BRUSHED STEEL|28|LG JAR    |26.00|no|
1235|thistle salmon snow cornflower midnight|Manufacturer#4           |Brand#44  |SMALL PLATED NICKEL|12|SM BAG    |26.00|no|
1236|dim rose rosy almond purple|Manufacturer#4           |Brand#42  |MEDIUM ANODIZED NICKEL|26|LG CAN    |26.00|no|
1237|coral rose puff chiffon green|Manufacturer#2           |Brand#25  |STANDARD ANODIZED BRASS|10|MED DRUM  |26.00|no|
1238|steel indian magenta royal grey|Manufacturer#1           |Brand#11  |ECONOMY PLATED BRASS|13|MED CASE  |26.00|no|
1239|purple dodger lime peach burnished|Manufacturer#5           |Brand#51  |PROMO BURNISHED STEEL|24|LG CASE   |26.00|no|
1240|grey orchid sandy wheat midnight|Manufacturer#2           |Brand#22  |ECONOMY BURNISHED NICKEL|19|MED JAR   |26.00|no|
1241|almond magenta cornsilk metallic blue|Manufacturer#4           |Brand#41  |STANDARD BRUSHED BRASS|10|LG DRUM   |26.00|no|
1242|dodger brown ivory blue pink|Manufacturer#3           |Brand#31  |ECONOMY ANODIZED COPPER|25|MED DRUM  |26.00|no|
1243|lemon lace ivory khaki wheat|Manufacturer#2           |Brand#23  |LARGE BRUSHED NICKEL|47|JUMBO BOX |27.00|no|
1244|grey deep midnight tomato cream|Manufacturer#1           |Brand#12  |MEDIUM PLATED NICKEL|24|MED PACK  |27.00|no|
1245|ivory thistle papaya puff powder|Manufacturer#3           |Brand#33  |SMALL POLISHED NICKEL|4|WRAP PACK |27.00|no|
1246|aquamarine chartreuse deep magenta olive|Manufacturer#1           |Brand#11  |STANDARD POLISHED COPPER|27|JUMBO DRUM|27.00|no|
